row_id,split,transcript_id,text_clean,subcluster_id
work_0376::8,workforce,work_0376,"That's a great question! At least in the short-term, I see my relationship with AI being about the same, where I use AI to supplement my work and provide a new perspective when needed. I cannot realistically see myself using AI to replace work that I personally do, and will continue to use AI as a supplement. At work, I still expect to use AI exactly how I've been using it! In the long term? Well, that will entirely depend on AI's advancements and new capabilities!",-1
work_0378::8,workforce,work_0378,"I think AI could be helpful in furthering my learning, but I use caution in saying this, because AI is only as good as the program used. I am still somewhat skeptical as to AI potentially taking over because it is still 'just a program' even though it sometimes seems that AI is sentient. I don't really think about this aspect that often, as I use it mostly for entertainment and simple requests that I could likely find elsewhere on the internet if I really wanted to. It is an enhancer for me and my clients.",4
work_0380::11,workforce,work_0380,"I will keep using it for research and problem-solving, and I think I could utilize it further for growing my business.",0
work_0384::8,workforce,work_0384,it seems clear to me that the use of ai is itself a skill and the degree to which it will take over is likely to be gradual. from my experience using available tools i'm pretty confident no serious knowledge-based work is at serious risk anytime soon,4
work_0390::9,workforce,work_0390,"It is absolutely something I consider. That's part of the reason why I don't use AI for work tasks that I really enjoy; I want to maintain my skills in those areas. I have also read some studies that indicate a heavy reliance on AI can negatively impact a person's ability to analyze and create, which I want to avoid. I consider AI to be a very useful tool, but not a replacement for my own brain - it should be a cooperative venture.",4
work_0393::12,workforce,work_0393,"I am not worried about AI taking over my job at all. From my free time, I feel that AI is most useful in the early stages of a project. Creating boilerplate instead of finding it from some random git repository. Once a project is sufficiently large and complex, the models become completely worthless for large scale changes.",-1
work_0395::10,workforce,work_0395,"I think AI is here to stay, so I don't want to get left behind in the AI tech sphere. If I gain experience using AI, particularly pertaining to my field of study, I am in a sense potentially future-proofing myself. I now realize this is perhaps even more paradoxical to what I just stated about potentially making my job less relevant, but at the same time it would be hopefully an adaptation to overcome that exact problem.",2
work_0398::11,workforce,work_0398,It is something I think about and have some worry over so I do try to maintain my skills in those areas. It can be a little overwhelming though with the speed at which AI is developing,-1
work_0398::12,workforce,work_0398,I see myself trying to expand my uses beyond what I am currently using it for,0
work_0399::9,workforce,work_0399,"I love the idea that AI can take over specific skills and functions of our roles - this gives more time to higher level strategy, leadership and planning. The more we can automate routine aspects, the better. I feel personally when using AI to augment your role, the focus needs to be on upskilling where possible. For example, if I'm using AI to generate code, then I'm also going to be using it to train me on that code for future maintenance, or recognising where the AI is losing focus.",2
work_0401::10,workforce,work_0401,"I'm not worried about it. My skills are about working with people, solving problems for people, and building events. I think AI will come and ruin the quality of a lot of things - loose personal creativity and make events and videos all feel generic, and people who are awful will work with it and make your life awful, but that happens anyways. My job will be about solving the problems that arise within it.",3
work_0406::7,workforce,work_0406,"Considering I do a lot of programming work and AI is becoming very big in that space and taking over a lot of programming tasks, I'm even more concerned with maintaining and expanding my programming skills. I have an understanding that AI isn't flawless, and also needs skilled programmers to guide and train it. I see it as a tool to augment things, no replace me.",2
work_0407::14,workforce,work_0407,I imagine I find more complex ways to work it into my role.,-1
work_0408::8,workforce,work_0408,"I do consider it, and I think with AI taking over mundane tasks It will force me to really focus on the things that AI may not be able to take over. Things like customer service where you can relate to someone and connect over experiences or similar circumstances. Creating in person events or experiences. Following up in a meaningful way. I also think that taking content generated by AI and then changing some of the language or speech patterns to sound more like myself, or less generic is where my skills will shine in a world where some people are just using outputs straight from AI.",4
work_0412::8,workforce,work_0412,"As new AI tools keep coming out and keep getting better, I only see my relationship with AI becoming more. It's already quite a key part of my workplace's workflows and procedures. So, as it deepens/improves, my relationship with it at work will deepen/improve.",1
work_0416::11,workforce,work_0416,"As long as AI keeps evolving & proving its value & worth, I plan on expanding my use of it",5
work_0417::11,workforce,work_0417,AI will continue to play a larger role in my day-to-day job activities. I see that saving me a large amount of time.,-1
work_0419::10,workforce,work_0419,"I'll continue to use it and I plan to keep up with developments to take advantage of new abilities as they're released. As it gets better, I'll get better.",0
work_0419::9,workforce,work_0419,"I'm not bothered by it. I know that there are core aspects of my job that AI could never replace and I'm willing to upskill to keep up with the times. The way I see it, AI is here to stay and I can either be fearful and fall behind, becoming an AI casualty, or I can make myself valuable in an AI world and ride the wave.",3
work_0420::9,workforce,work_0420,"I don't think AI could fully take over my role, yet, while its come on in a long way, due to the nature of the work we receive, and that some items require a degree of mitigation when it comes to decision making, I'm not concerned about AI taking over. I do keep my skills up to date, I often read social media such as dedicated Reddit subs on the use of AI in the work place, to find how others do it to see if I can make my work any more effective. I feel my position is secure as I'm trying to stay on top of how AI is used in the workplace",3
work_0423::10,workforce,work_0423,"I think that, in the future, my relationship with AI will go far. I'm excited to see it improve and I think that there is a lot of work that can be completed better by using it in collaboration.",-1
work_0428::10,workforce,work_0428,"I don't really worry about the AI taking over thing because I believe what I do is specialized. I'm a TA and also a master's student so my job is teaching and research and deep understanding of concepts. I recognize the field of AI is very helpful for some administrative things and the concept of machine learning has a ton of great applications, but I think AI is less of a ""threat"" than the general public believes.",3
work_0434::10,workforce,work_0434,"I aim to continue using AI tools in my work, and learning more and more as it becomes more powerful. I'd love to continue leveraging it and seeing how it incorporates more into our professional lives.",-1
work_0440::8,workforce,work_0440,"Like I said, I haven't found how AI fits into my work life right now, but I'm open to the idea of letting it take over tasks that would leave me more time to work on other things.",4
work_0443::11,workforce,work_0443,"I still end up using AI for research tasks, but I have to take it with a large grain of salt, and it is just becomes another tool for me to cross-examine rather than the definitive research solution it has been hyped up to be",4
work_0444::15,workforce,work_0444,"Not really! As my role is incredibly broad, I don't think there will be a time where AI would take over my role. At the end of the day, someone still needs to monitor and control AI - I want to make sure I am that person.",3
work_0444::16,workforce,work_0444,"AI is advancing at such a rapid rate, it's hard to answer that question. I think it will become such an important part in my role that I'll collaborate with it more than my own team.",5
work_0453::9,workforce,work_0453,"My job is mostly physical so AI is more of a helpful tool for me than something that can potentially take over. I have considered this for other positions at my work, but my personal work is pretty much unaffected.",4
work_0455::11,workforce,work_0455,I try to maintain all my skills even AI skills. I love to learn more about AI and how I can work with it not against it so it doesnt take over. I think people are more valuable and AI will always need people to interact or train so there's something useful about knowing it cant survive without us.,2
work_0456::15,workforce,work_0456,"Well, we decided to become experts at how AI can be used in our field. We are always testing new implementation ideas. We also focus on areas that AI isn't good at yet, like creating training videos, for example.",4
work_0467::8,workforce,work_0467,I think about it this way: AI won't take my job. But someone who knows how to use AI will,3
work_0470::9,workforce,work_0470,"I feel like I have found a comfortable balance in my relationship with AI, and see no practical way to let it do more than it already does without ceding that portion of my responsibilities to it entirely.",1
work_0474::9,workforce,work_0474,"Not really, as of right now I'm not too worried about the AI taking over so I haven't gave much thought. However, I am continuously trying to improve my programming skills and I'd like to think AI as a tool that could assist me to create things more at ease.",4
work_0480::9,workforce,work_0480,"I think we always need to know the correct ways to do things, even if AI starts to do most of the work. So I would say maintaining some skills would be important. How will we know if the AI went wrong if we don't know ourselves what is right? It's kind of like how I know to use a regular compass and map to get places, even though we now use GPS/GNSS for travelling places. That backup and understanding is helpful if the systems go down or is in error.",2
work_0486::10,workforce,work_0486,"Personally I am very keen to maintain skills in all areas, even if it's something that an AI could potentially take over. This is something I actively consider, and I am keen to keep up my knowledge just for the security of knowing that I achieved something, and I can explain how I achieved any result I get.",2
work_0493::9,workforce,work_0493,"I am not worried about AI taking over. I welcome the time when it is actually good enough to be more heavily relied upon, because then I can focus my attention on higher level things.",3
work_0501::18,workforce,work_0501,"My job is likely to be rendered unnecessary by AI, so my career is going to have to evolve before my AI skills evolves within this job",-1
work_0502::12,workforce,work_0502,"I think at the rate AI is improving, I will be able to use it more in the future.",5
work_0503::8,workforce,work_0503,"I believe AI will indeed take over some roles and areas, and I believe the way to stay ahead of the curve is to work in the AI space, since I don't foresee AI working on itself becoming a reality any time soon.",3
work_0506::10,workforce,work_0506,"Because my work requires a hands-on approach, I can't image AI taking over a lot of my work in the near future. However, it could certainly be a companion.",-1
work_0508::9,workforce,work_0508,I would gladly allow AI to take over the more repetitive tasks that I do. I want to be able to spend more time critically thinking so I would gladly welcome more AI integration within my job.,-1
work_0509::8,workforce,work_0509,I don't think AI will ever take over my job because it is so software focused and having to understand past client decisions.,3
work_0509::9,workforce,work_0509,"I would like to be able to start to use it for more menial tasks like checking the fit for products, creating reports on my software for my models. I hope to use it more but for different reasons than I am now",0
work_0512::8,workforce,work_0512,"I don't think of AI as a threat but as a useful tool to assist us and help us. My work at a restaurant requires manual labor, and to automate that manual part would be extremely expensive because I would need robots. The administrative side of the operation can be handled using AI, and it makes my life easier. Instead of sitting down and dealing with emails all day, now it takes me a few minutes to get the emails summarized and respond using AI. I don't see AI taking over in my field of work anytime soon.",3
work_0521::10,workforce,work_0521,"It is, and it's something that certainly crosses my mind. Since I use AI so often in my day-to-day work routine, it makes me feel somewhat replaceable. I've found myself focusing more on my hands-on activities, partly because I've got AI to lessen the burden of my clerical workload, but because I know that my interpersonal skills are something that make me unique.",4
work_0530::12,workforce,work_0530,"I don't know. I think it perhaps depends a bit more on how well AI develops. My job is fairly consistent and doesn't change a lot. But for example I often go out to site visits or to visit libraries and archives. If AI was able to deal with the library/archive visits that would be interesting, but much of that is still hard copy old plans etc. Honestly, I don't know how much it will change in the next few years, I think I'm something of an early adopter. Also, I think often about the unknown unknowns and the known unknowns. I think AI could probably do things for me already that I don't even consider asking it. I think as AI develops and I learn more I might use it for more and more things.",5
work_0531::10,workforce,work_0531,"This is not something I actively consider, but thinking about it now, I would like to learn better ways to leverage it to my advantage. For example, I don't have a coding background but I would like to leverage AI to help me write code for automations and APIs in programs such as Excel, Solidworks, Matlab etc.",-1
work_0532::12,workforce,work_0532,"That's a good question, it's complicated, and still working it out.",-1
work_0535::11,workforce,work_0535,"Sure, I guess it's somewhat of a concern. But I see AI more as a tool to enhance my work than competition.",4
work_0539::12,workforce,work_0539,"Some high level of AI usage, or other skills where AI would have a hard time, like highly skilled work involving manual labor",-1
work_0539::13,workforce,work_0539,"For now, it is quite useful. We'll see in the future",0
work_0546::9,workforce,work_0546,"I think I will be able to do the simple things by myself a lot better, especially things like git commands and simple SQL functions. So I will mainly use AI for more complicated things or writing any documentation I will need to write",-1
work_0553::9,workforce,work_0553,"I envision the relationship with AI to be evolving at a fast pace. I am anxious to learn as much as I can to help make my workplace as efficient as possible, so that I can focus more on developing relationships with my teammates.",1
work_0556::9,workforce,work_0556,It's not really something I consider. I believe it will be a long way off for AI to take over in my particular industry. There are aspects of my industry that AI just can't do (think water!),3
work_0559::11,workforce,work_0559,"I think that as long as I'm in the same position, working for the same person, that I am now, my relationship with AI at work won't change much. If and when I have to work for a different person, my role and responsibilities will change, and at that point I may find a need for integrating more AI into my job.",1
work_0564::11,workforce,work_0564,"Yes. I am glad that I get experience implementing AI in game development, as I assume that it will increasingly become a requirement. The fact that I use AI extensively across a variety of disciplines feels like an advantage for a world that is being redesigned to accommodate AI tools more and more.",4
work_0566::9,workforce,work_0566,"So far, because of AI, I have a better job with much better money, so, I see AI as a partner",1
work_0568::11,workforce,work_0568,"I have not specifically thought about using AI to maintain skills as we go through regular training at my job, however I do see where this could be beneficial.",2
work_0570::9,workforce,work_0570,"I have considered it, but I don't think AI is really going to take over any substantial portion of my job in the foreseeable future. For instance, the majority of my job is understanding business requirements and understand where to implement those requirements across the 20+ code bases our team has. This is not something AI is able to do in any substantial way. The smallest part of my job, getting the exact code into place, is something the AI is helping with, but again it can't do that by itself because it doesn't fully understand the complete context of the codebase.",3
work_0572::14,workforce,work_0572,"at this moment I am not sure how it would evolve. I think there will always be new questions to ask, so i am sure i would continue to use it; I am just not sure if the ways i use it would change. Only time will tell",5
work_0583::10,workforce,work_0583,"I would like to see it evolve, but I feel like i'm not the right person at my work to really make these changes happen. At least not for now. My main hope would be to see a way that we can use AI to really, truly benefit humans at work. Help make it fun, more enriched, worthwhile.",5
work_0585::11,workforce,work_0585,"Absolutely, but I have no idea where it's going to take us. Right now I use it as a tool. In time I may give it more allowance to create.",0
work_0586::13,workforce,work_0586,"Honestly, I don't believe AI could take over my skills in my industry. As stated above, I find it makes a lot of mistakes, so I prefer to use it is a tool rather than relying on it for my work. Therefore I don't really consider it when I think about growing or maintaining my skills",-1
work_0586::14,workforce,work_0586,"I don't think so. I like to keep it as a tool so my skills continue to grow, and not completely rely on it",0
work_0591::11,workforce,work_0591,"I think the more I and my peers use it, the more we will learn from it, probably the less we will need it. because we will see what we are missing. But we might use it in other places of our work.",0
work_0595::11,workforce,work_0595,"I'm not sure about using it differently, as I don't know what the future holds, either in our business, or for AI tools in general. I think, at least for the short-term future, I'll maintain the same approach I have now. I use it for the things I need a boost with, but I can easily verify if I need to.",5
work_0596::10,workforce,work_0596,I haven't really thought about this to be honest....I suppose I feel that I shouldn't lose the skills I already have?,-1
work_0603::10,workforce,work_0603,"I don't consult AI for recent internet resources, or anything super niche like very specific scientific information.",4
work_0607::11,workforce,work_0607,"I'm think about improving my skills and ""attack"" the AI. What I mean is that I'm improving my skills on the AI side, how the AI works, how can i use it and so on, so if the AI is going to do my actual tasks I'm going to learn how to use the AI in ways that few people know",2
work_0607::12,workforce,work_0607,"As the AI evolves, I'm going to use it more to improve my productivity.",5
work_0615::9,workforce,work_0615,"I've thought about it, but at least for now, my job is too complex, too many moving parts for AI to replace me. I think it's not about AI replacing people - I do, however, think that Managers who do my job without working with AI will be replaced by managers who DO work with AI, since we are going to be a lot more thorough and able to do more work and keep track of more than people who don't utilize AI.",-1
work_0616::9,workforce,work_0616,I think AI will be more commonly built into tools and applications on a daily basis. People will get more used to using it because it will become more commonplace.,5
work_0622::10,workforce,work_0622,"I only hope that my relationship with AI technologies in my work matures and grows. I enjoy seeing AI capability and technology advance and hope to continue finding ways to leverage it throughout my tasks, both routine and new.",1
work_0622::9,workforce,work_0622,"I only see AI as a tool to improve my skills, not one to replace my skills. So I often don't think of how to maintain my skills because I put my actions and growth in new challenges over leveraging AI as a tool when performing.",2
work_0624::8,workforce,work_0624,"I think that as AI continues to develop and improve, it will become more useful to me. I can see it possibly taking on heavier lifting with some of the research, or being incorporated more heavily into the draft revision process. I can also see it becoming very useful for administrative tasks like scheduling and assignment-tracking, if it gets to a point where it can do those things with flawless accuracy.",5
work_0627::13,workforce,work_0627,I feel like it could become a substitute for a lot of what I do. I do consider it and try to see where/when my skills will be lapped by AI and be replaced.,0
work_0628::13,workforce,work_0628,"For those skills, I actively think how I can tie in my skills with the AI so I can work together, as I know AI will potentially take over and do it better",2
work_0628::14,workforce,work_0628,I think it will be a positive thing as I can interact with AI and use it as a help rather than being completely replaced,0
work_0631::8,workforce,work_0631,"I think looking ahead, we will be using AI much more day to day. Right now, my job doesn't have an official tool, but I could see us getting Microsoft co-pilot or something similar. I think AI will also keep improving and become something we can rely on more without having to double check everything. I also can see us using it more for things like optimizing SEO, adding meta tags, drafting social posts, scheduling emails, financial reporting and more.",5
work_0637::12,workforce,work_0637,I always maintain my skills. I don't live my life based on what AI may or may not do.,2
work_0637::13,workforce,work_0637,I will continue to use AI and I think it will keep getting easier and better. It gets exponentially better as time goes on. I can see the difference from month to month. I believe I will use it for more tasks as days go by.,5
work_0647::12,workforce,work_0647,"Yes. So I'm learning more about using AI and programming AI stuff. I'm also looking at learning more languages to be more versatile, and using AI to help with that.",4
work_0647::13,workforce,work_0647,"I'll keep using it to assist with coding tasks, research, as well as learning new languages. I may use it to help me make an app for a side project.",0
work_0651::12,workforce,work_0651,"No, I think that using AI will be the new skill, but it won't take over my work",0
work_0652::10,workforce,work_0652,I understand some tasks may not be done as efficiently by humans than AI. In these areas I find a way to utilize AI to increase my throughput rather than try to beat it. I believe that finding more innovative ways to use AI across my work day will supplement my skills rather than replace them,2
work_0662::15,workforce,work_0662,"I make deliberate choices to maintain my software development skills through practice, even if I write less code and use AI as an assistant to speed up my work.",2
work_0662::16,workforce,work_0662,"I hope to continue to use AI to automate monotonous tasks and I hope that AI becomes more adaptable to large codebases and templates, and precise in writing code, so I can use it for a larger variety of tasks, such as code generation in a situation where adherence to templates and other small details are essential.",-1
work_0663::13,workforce,work_0663,"I think that hopefully there will be a ""sweet spot"" - where AI is even better and really assists me in productivity. Less errors, quicker and more useful generations of larger amounts of text and code. But soon after that point, there will also be no need for *me *to be doing my job anymore!",5
work_0667::9,workforce,work_0667,"I think I will continue to use it for brainstorming ideas, but will always be weary of it for factual knowledge and communications.",0
work_0674::7,workforce,work_0674,I think there is still space for particular expertise where AI might not be able to take over in the short term. The main thing I am doing is actually working collaboratively with AI to generate quicker/more comprehensive results for the tasks I am doing.,-1
work_0677::8,workforce,work_0677,"Sometimes I consider that possibility, but that seems far away from where things currently stand. Currently, AI is more of a tool in the toolbox than something I fear will take over my job.",3
work_0678::8,workforce,work_0678,I feel like it will get better but I have to have good boundaries in place like any relationship. I don't want to become so dependent on AI that I can't live without or do what I'm called to do. So I'd like to make sure I learn to steward it well whilst developing my skills in how to use it. But I do see myself using it more and my skillset evolving.,1
work_0680::8,workforce,work_0680,"AI can never replace the human interaction required by my role. Part of my role entails visiting service users in person, to conduct both care plan reviews and spot checks of staff performance and compliance. Whilst AI may eventually take over a lot of my admin tasks, e.g. staff appraisals, I'm not at all concerned about my role as a whole, as it simply cannot be adopted by AI.",3
work_0681::11,workforce,work_0681,"Yes. I actively train on new things being changed in our software, and making sure I can operate without any AI help if needed.",4
work_0682::17,workforce,work_0682,I have been using it more. I will continue to use it as a resource.,0
work_0685::16,workforce,work_0685,"I think I'll always engage with AI for non-creative tasks. Actually I'm looking to set up my own business, and I think the usage of AI will really influence how I go about it.",-1
work_0688::10,workforce,work_0688,"I'd like to get better at using it, and I'd also like it to get better at helping me. There's a lot of times where I ask for something I think is obvious, e.g. the organization of a UI, but the AI makes something else that I find strange and not user-friendly. But I think that could be fixed by both the AI improving, but also me, as the coder, knowing how to request what I want. Ultimately, I want to work with the AI, not to become over-reliant on it and lose the skills I need to keep and that would affect the business, e.g. communicating with the clients about what tech will be implemented. Overall, I'm excited for the future.",-1
work_0690::9,workforce,work_0690,"Yes, I see myself become more reliant on AI to complete more of the mundane tasks or quickly finish projects. I see this happening because of the increased productivity demands that are not feasible without utilizing AI. It is already evident that expectations have increased for individuals in the work place. To maintain any sort of work life balance, AI will become essential.",2
work_0702::11,workforce,work_0702,"I hope to use it more as it evolves. Right now, I don't really trust AI to do important tasks like data analysis or summaries of complex documents. Once it can do these things well then I see myself using it more.",5
work_0710::11,workforce,work_0710,"I expect AI to continue playing an increasing role in my work. I expect that it will continue to get better and better, which will likely lead to me incorporating it in different ways in the future (though I'm not sure at this point what those other ways might be).",5
work_0713::12,workforce,work_0713,"I consider this a lot, and I have been exposed to plenty of doom saying media about AI lately. My job is mostly on a computer save my visits to job sites, so I understand this technology can and is intended to automate all of that work. My company is extremely slow to adopt technologies, I mean I'm the only one who even knows it exists at the moment. I imagine if AI ever ""took over"" my work, I would be effected by my company going bust because our competitors have become unbeatable using new AI tricks rather than my boss catching up on AI and replacing me with it. My main concerns with the development of AI are how it effects the world that I work in, not so much my job itself.",3
work_0719::9,workforce,work_0719,"I think it will be used increasingly, but at a very slow pace, as my company becomes more and more comfortable with it. It will take a long time and a lot of safeguards first.",0
work_0726::10,workforce,work_0726,"I don't actively consider it, no. But I am learning more about animal behavior than I would have if I did not have AI.",4
work_0735::9,workforce,work_0735,I think I will stick to using it for the tasks I do now. My reasoning goes back to wanting to maintain my critical thinking and writing skills.,0
work_0739::11,workforce,work_0739,"I think I will learn new ways of using it to my benefit, and I can hopefully become an expert in using AI for tasks that others do not know how to use it for.",5
work_0743::12,workforce,work_0743,I think (hope!) that I am in a senior enough position in my role that I will be able to use AI as a tool to assist me to become more productive. Ideally it will help my writing and content creation and give me time to think about what is important in my projects.,-1
work_0745::15,workforce,work_0745,"I want to see it integrated more at work, if not by me then by management. I don't think it will happen any time soon though, these things seem to take a long time.",0
work_0746::8,workforce,work_0746,I think because all areas of my job do have a level of manual input and nothing is left solely to AI I am always maintaining all the skills that are relevant to my job,2
work_0754::10,workforce,work_0754,"I could see AI continuing to take on the energy heavy work so that I can spend more time on judgement calls, and finding more information. AI makes my background work much easier. I think that it'll help me do things more systematically.",-1
work_0756::11,workforce,work_0756,"At the moment, I don't see using it for much more. I've pretty much integrated it in every way I think is reliable and worthwhile at this point.",0
work_0757::14,workforce,work_0757,"I will probably use it more and more over time. Maybe in the near future, AI will also become part of the curriculum and we will have to teach students how to use it appropriately.",5
work_0758::14,workforce,work_0758,There will be some jobs that will have been taken over by AI,3
work_0758::15,workforce,work_0758,I will use it more and more and it will eliminate some of the more mundane tasks so that I can focus on personalising learning more,0
work_0761::10,workforce,work_0761,"I could see AI taking more of a role in my work. With the changing curriculum and updates to teaching strategies, I can see myself using AI in more ways especially as classrooms become more crowded leaving less time to research and create lessons plans. It would be nice to use AI to help mark homework for example.",-1
work_0765::19,workforce,work_0765,"I think about it occasionally, but I do not see AI advancing as quickly as it is often forecasted.",5
work_0765::20,workforce,work_0765,I guess it will evolve. But I'm not sure that the changes will be very dramatic.,-1
work_0768::26,workforce,work_0768,"Symbiotically, I suppose. AI will do more for me the more I learn about it. In addition to the functions of my job role, I look forward to integrating AI more into my own systems of personal and professional organization. Almost like getting my own personal assistant.",-1
work_0774::11,workforce,work_0774,i see it mostly staying the same in the short to mid term. long term there is no telling as advancements occur at a rapid pace. i would like to leverage it to help me automate more tasks in the future by having it streamline the programming process for me,0
work_0779::9,workforce,work_0779,"I believe that AI will continue to become an ever growing presence in my industry, and instead of pretending it doesn't exist, my plan is to embrace it and become an early adopter so that I can learn the boundaries of effective and ineffective utilization. AI will ultimately result in some reduction in workforce in my industry, but there will always be a need for truly critical thinking, so my plan is to continue to integrate It where it makes sense to.",5
work_0780::12,workforce,work_0780,I imagine it will continue to become more and more engrained into my daily work and understanding the various options available and best ways to utilize them will be increasingly important,0
work_0786::11,workforce,work_0786,"I have a second job working directly with AI so that really helps maintain my skills. I also follow discourse online for updates happening to AI and other users use cases, so this helps me maintain and even increase my skills with AI.",-1
work_0788::8,workforce,work_0788,"I still maintain my skills where AI can take over - I think AI is an amazing and powerful tool but if it becomes something I *have* to rely on to get my job done then I personally feel like I'm not doing enough. Especially because there are many things that can go wrong with technology, and so I generally still like to know how to do things even if its simpler to have the AI do them in an everyday situation if that makes sense. Essentially, I completely utilize the convenience, but I don't want to become dependent on AI.",2
work_0796::11,workforce,work_0796,"I don't envision using AI differently over time. But, I realize I may find otherwise as it becomes more ingrained in society and various mediums.",5
work_0797::8,workforce,work_0797,"I have diversified my skills and am good enough at them that I don't think AI is prepared to ""take my job."" I don't worry about AI effectively replacing me. I worry about someone trying to cut costs by replacing me ineffectively with AI. As for maintaining skills, I try to demonstrate not only excellence in my work but excellence in adopting new technology, including AI.",2
work_0802::10,workforce,work_0802,"I've thought of it. Ultimately, I feel that's the way progress is, and sometimes it leads to things like job loss. I think it'll be a while before that happens still, so I'm not too concerned.",0
work_0806::12,workforce,work_0806,"My skills are my ideas that are formed from my unique experience and perspective and no one can take that, so no I don't really consider that",2
work_0810::11,workforce,work_0810,"I feel that AI is here to stay and we have to find a good balance of using it to create efficiencies, while also maintaining the integrity and quality of our work. I feel that I will continue to use it to refine my work, help me brainstorm and push my skillset even further. I'd also really like to explore more ways to utilize AI for some more administrative/redundant tasks. I feel that will help me incredibly if I can harness that feature of it.",-1
work_0831::10,workforce,work_0831,"I think I will use AI a lot more as it becomes more accepted and less experimental. It feels like we are very early in a transformational change. I also believe that I will use AI for a much wider range of things as the technology develops. Right now AI agents aren't that widely adopted but there's tremendous scope for them to reduce repetitive tasks. Similarly, I don't currently do basic things like developing a Prompt library for myself or my team. Obviously, as I become more familiar with the use cases I will apply them but that depends on a mixture of my understanding developing as well as my appetite for risk at my workplace.",5
work_0831::9,workforce,work_0831,"It's something I consider a lot. I feel that I need to develop skills in this area or I will get left behind, especially over the course of a career. I have taken DeepLearning AI's AI for Everyone course, a Google AI Essentials, and a Google Prompting Essentials. I also listen to the Daily AI Podcast. I am less concerned about AI fully taking over because I think you need a human to deal with other humans, especially in my role. However, I am concerned about humans with better AI skills out competing me.",2
work_0839::8,workforce,work_0839,"I hope to continue to be able to use AI at my work to help me flesh out various ideas I have for my business, to continue to help me polish up my communication, and potentially even to help me in task organization & schedule management.",-1
work_0840::10,workforce,work_0840,I don't spend too much extra time with maintaining skills in areas where AI could take over. AI will probably continue to get better at coding at a rate faster than me.,-1
work_0840::11,workforce,work_0840,Since I work in software I envision that my relationship with AI at work will continue to grow stronger since I will be using AI more and more with my projects.,1
work_0841::10,workforce,work_0841,"Well because, I am always actively collaborating in my usage of AI, I feel that I will still maintain my skills, even in areas that AI could take over such as the administrative writing tasks. I don't worry too much as I have embraced AI more as a tool rather than something to be feared. I could do all those writing tasks myself and never use AI but then there would be less time to create art. I figure, might as well let AI do the stuff it excels at, and I will do the stuff I excel at.",-1
work_0842::9,workforce,work_0842,"I imagine there will be a closer relationship between me and the AI tools that I use. I expect it will help me drive strategy, determine how to work with colleagues, and increase my productivity. I imagine I will more or less use AI as a continuous consultant, which has a much broader knowledge and understanding than I do in most topics. I will then use this broad knowledge to apply it to my own business. I expect it will help our company keep our team small and agile for longer.",5
work_0844::9,workforce,work_0844,"I think I will use it more as I'm introduced to more programs and software. Training happens, but because it's a coordinated effort, I may have to use a program before I am officially trained. I can see AI helping bridge that learning gap.",5
work_0850::11,workforce,work_0850,"I definitely see my relationship with AI at work evolving. It has made my workflow so much more efficient, which is allowing me to take on extra work that I wouldn't have had time for before. That extra work is only going to require increasing that relationship with AI.",1
work_0858::12,workforce,work_0858,"I do! I believe that AI is here to stay and improving every day so I see it as a tool to help me grow my skills and be able to be better at my job. I still think that there will always be a need for human influence like through authentic interactions and storytelling, as well as fact checking. I have seen my skills change a bit as I'm needed less for administrative type tasks and more to be able to craft that human experience and interactions. I don't think it's necessarily about maintaining my skills in those areas, but adapting my skills to incorporate AI and make me better and more efficient at my job.",-1
work_0867::8,workforce,work_0867,"I'm not worried about AI taking my job, but I am aware that people using AI could take my job. So, I try to keep iterating on my processes, to keep challenging myself to find ways to use AI. I follow [REDACTED], and have bought her course. She uses a lot of AI in her workflow, and I take inspiration from that. Mostly, though, it's about stepping back and looking at what I'm doing regularly, and figuring out where AI can fit into that.",3
work_0868::11,workforce,work_0868,"I know it is likely a popular concern. Similar to machines taking over in factories affecting jobs. However, I don't worry about it. I am pretty good with adapting and have a secure position in my current role. In my situation, AI helps with my work with no real chance of taking over my position. If that makes sense.",3
work_0874::12,workforce,work_0874,"I'd say as I become more experienced, I won't need to use AI as much to ask basic questions about the role! I will feel more confident in my day-to-day interactions with students, staff, and parents that completing my own work without this additional support will become easier. In the future, I think I will still use AI to research new concepts and potentially troubleshoot materials for new students with exceptionalities.",5
work_0879::10,workforce,work_0879,"Recently, I've been using AI far more than in the past to help me with my work. This is in part because I'm increasingly being asked to do administrative and financial tasks that don't interest me and I try to get AI to help me complete them more efficiently, so that I'll ideally have more time to do things that more interest me and may actually advance my career opportunities. Since I've been using AI far more during these past few months than ever before and my employer continues to dump more and more administrative and financial tasks on me, I anticipate that my AI usage at work will only increase.",-1
work_0881::10,workforce,work_0881,"To maintain my skill, I continue to practice these skills on my own. This might be starting a project using these skills at work or as a personal project.",2
work_0886::13,workforce,work_0886,"Yes, I don't think we really know yet which areas AI will ""take over"" in the workplace.",3
work_0889::13,workforce,work_0889,"I think the way I use it now won't change but I think I'll just be adding more use cases as AI gets better. For example, I think AI is pretty bad at interpreting data and analysing it and spitting goood stuff out that isn't hallucinated/wrong. So once that's figured out. i will be using for that use case for sure. I'm also sure there will be loads of other use cases that I'll just think of that I'm currently not using it for.",5
work_0890::12,workforce,work_0890,I don't think our relationship with AI at work will change much. AI will always be a good helper but we will always use our own judgement in many high level and difficult areas.,1
