row_id,split,transcript_id,text_clean,subcluster_id,ax3_subcluster_name,ax3_subcluster_status
work_0726::10,workforce,work_0726,"I don't actively consider it, no. But I am learning more about animal behavior than I would have if I did not have AI.",4,Protection contre la dépendance et l'érosion des capacités,core
work_0746::8,workforce,work_0746,I think because all areas of my job do have a level of manual input and nothing is left solely to AI I am always maintaining all the skills that are relevant to my job,2,Reconfiguration stratégique des compétences,core
work_0758::14,workforce,work_0758,There will be some jobs that will have been taken over by AI,3,Jugement humain et responsabilité professionnelle,core
work_0788::8,workforce,work_0788,"I still maintain my skills where AI can take over - I think AI is an amazing and powerful tool but if it becomes something I *have* to rely on to get my job done then I personally feel like I'm not doing enough. Especially because there are many things that can go wrong with technology, and so I generally still like to know how to do things even if its simpler to have the AI do them in an everyday situation if that makes sense. Essentially, I completely utilize the convenience, but I don't want to become dependent on AI.",2,Reconfiguration stratégique des compétences,core
work_0797::8,workforce,work_0797,"I have diversified my skills and am good enough at them that I don't think AI is prepared to ""take my job."" I don't worry about AI effectively replacing me. I worry about someone trying to cut costs by replacing me ineffectively with AI. As for maintaining skills, I try to demonstrate not only excellence in my work but excellence in adopting new technology, including AI.",2,Reconfiguration stratégique des compétences,core
work_0806::12,workforce,work_0806,"My skills are my ideas that are formed from my unique experience and perspective and no one can take that, so no I don't really consider that",2,Reconfiguration stratégique des compétences,core
work_0831::9,workforce,work_0831,"It's something I consider a lot. I feel that I need to develop skills in this area or I will get left behind, especially over the course of a career. I have taken DeepLearning AI's AI for Everyone course, a Google AI Essentials, and a Google Prompting Essentials. I also listen to the Daily AI Podcast. I am less concerned about AI fully taking over because I think you need a human to deal with other humans, especially in my role. However, I am concerned about humans with better AI skills out competing me.",2,Reconfiguration stratégique des compétences,core
work_0840::11,workforce,work_0840,Since I work in software I envision that my relationship with AI at work will continue to grow stronger since I will be using AI more and more with my projects.,1,Équilibre normatif dans l'usage de l'IA,core
work_0850::11,workforce,work_0850,"I definitely see my relationship with AI at work evolving. It has made my workflow so much more efficient, which is allowing me to take on extra work that I wouldn't have had time for before. That extra work is only going to require increasing that relationship with AI.",1,Équilibre normatif dans l'usage de l'IA,core
work_0867::8,workforce,work_0867,"I'm not worried about AI taking my job, but I am aware that people using AI could take my job. So, I try to keep iterating on my processes, to keep challenging myself to find ways to use AI. I follow [REDACTED], and have bought her course. She uses a lot of AI in her workflow, and I take inspiration from that. Mostly, though, it's about stepping back and looking at what I'm doing regularly, and figuring out where AI can fit into that.",3,Jugement humain et responsabilité professionnelle,core
work_0868::11,workforce,work_0868,"I know it is likely a popular concern. Similar to machines taking over in factories affecting jobs. However, I don't worry about it. I am pretty good with adapting and have a secure position in my current role. In my situation, AI helps with my work with no real chance of taking over my position. If that makes sense.",3,Jugement humain et responsabilité professionnelle,core
work_0881::10,workforce,work_0881,"To maintain my skill, I continue to practice these skills on my own. This might be starting a project using these skills at work or as a personal project.",2,Reconfiguration stratégique des compétences,core
work_0886::13,workforce,work_0886,"Yes, I don't think we really know yet which areas AI will ""take over"" in the workplace.",3,Jugement humain et responsabilité professionnelle,core
work_0890::12,workforce,work_0890,I don't think our relationship with AI at work will change much. AI will always be a good helper but we will always use our own judgement in many high level and difficult areas.,1,Équilibre normatif dans l'usage de l'IA,core
work_0904::8,workforce,work_0904,Because of how I use AI I don't see it as an issue. Don't get me wrong AI has huge advantages but it needs that human element. That's what makes it a great tool for someone to use but not to take over completely. At least not as it is now.,4,Protection contre la dépendance et l'érosion des capacités,core
work_0906::8,workforce,work_0906,"I think that AI can help in some ways, and while I would probably want to maintain my skills in those areas, there are other skills in my field that I think take human thinking and I don't think we are there AI-wise yet, so I would prefer to maintain and improve my skills in those areas, and allow AI to help me where it can.",2,Reconfiguration stratégique des compétences,core
work_0917::10,workforce,work_0917,I think every person should be proficient in interacting with AI in the same way we use personal computers. It is a beneficial tool that can increase productivity and allow us to spend time on more complex issues.,4,Protection contre la dépendance et l'érosion des capacités,core
work_0917::9,workforce,work_0917,"I do think about it but instead of fighting against it, I embrace it. I'm actively trying to develop tools that would allow AI to take over entire tasks/areas of work that are common to my industry. I see it as a tool that can open up more time for humans to focus on more complex analytical and creative problems.",4,Protection contre la dépendance et l'érosion des capacités,core
work_0920::11,workforce,work_0920,"Not really. My job isn't something that's going to be replaced by AI because my boss relies on me for anything technical or involving computers. If anything, I'd be using AI to make my own work processes easier.",3,Jugement humain et responsabilité professionnelle,core
work_0922::14,workforce,work_0922,I don't work in a profession where I think AI will take over. AI isn't going to run my business for me after all! I doubt there are many areas where AI will take over. It may help support productivity just like any other computer system or automation introduced over the years but it will always need human overview and intervention just like any machine.,3,Jugement humain et responsabilité professionnelle,core
work_0933::10,workforce,work_0933,"I don't feel it will take over the roles I have, so that isn't something I worry about. I do instead think about skills I need to develop to use AI more effectively overtime, especially as AI improves. The area I do think about a lot is vocabulary. Obtaining the information you need from AI requires the use of the correct or specific language, and I think this is an area where I, and perhaps many other people, could upskill.",3,Jugement humain et responsabilité professionnelle,core
work_0934::12,workforce,work_0934,"Not overly, my tasks involve leading teams and caring for challenging people, so it would be difficult for AI to do a lot of what I do",4,Protection contre la dépendance et l'érosion des capacités,core
work_0937::11,workforce,work_0937,"I don't think an AI would be capable of taking over my role, as it's a very dynamic and physical role. However, I have to use it for knowledge and information and so I endeavour to learn that all myself so that other people could turn to me for help and advice in future rather than having to use an AI",3,Jugement humain et responsabilité professionnelle,core
work_0939::13,workforce,work_0939,"Given enough time I believe that AI can take over a large quantity of processing and data analysis, however at this time I do not believe it would be to the point that it threatens my job itself.",3,Jugement humain et responsabilité professionnelle,core
work_0941::10,workforce,work_0941,"i really don't think it's going to change for a while. until i start growing in my role, i don't really feel the need to use ai for much. if i started taking on a lot more admin tasks, and did some managing or training or the likes, then i'd probably use it more, and for different things, like more creative tasks and generating plans and rotas and stuff. i think in those types of situations it would save me a lot of time and mental energy, and maybe give me ideas that i might not have come up with myself, given my low-level professional background. but it feels like a ""way off into the future"" kind of thing",2,Reconfiguration stratégique des compétences,core
work_0946::12,workforce,work_0946,I primarily use my research skills and supplement occasionally with AI tools to keep those skills sharp.,2,Reconfiguration stratégique des compétences,core
work_0952::8,workforce,work_0952,"I haven't actively considered it, since I still actively use the skills that AI could potentially take over for, such as writing emails in a professional manner. I guess I haven't thought about it too much because I still actively complete these tasks without the use of AI over 80% of the time and it is more of a collaborative process even when I do utilize AI.",4,Protection contre la dépendance et l'érosion des capacités,core
work_0961::12,workforce,work_0961,I'm not worried about AI taking over my role. I talk and empathize with people for a living,3,Jugement humain et responsabilité professionnelle,core
work_0966::9,workforce,work_0966,"Honestly, no. I always think of AI as working with us and not against us, and I don't have any of those fears about job irrelevancy that I know a lot of people struggle with.",3,Jugement humain et responsabilité professionnelle,core
work_0969::10,workforce,work_0969,"For the time being I am pretty happy with the approach I have, AI works well for me as a collaborative tool, and I don't really require much more out of it. I could see it getting better as a creative tool as its knowledge expands and improves, but generally I think it will always need human oversight or input for it to be useful in the workplace.",4,Protection contre la dépendance et l'érosion des capacités,core
work_0971::8,workforce,work_0971,"I see AI as a tool more than competition. I dont think AI will immediately take over, but the people who utilize AI will take over.",3,Jugement humain et responsabilité professionnelle,core
work_0972::11,workforce,work_0972,I make sure to familiarize myself with construction techniques and become highly proficient at detailing so that I have practical knowledge and skills that will more slowly be taken over by AI.,2,Reconfiguration stratégique des compétences,core
work_0973::9,workforce,work_0973,Sometimes. But Im not sure what I think about that yet. Maybe it frees me to do other things in the same field. I don't think AI can take over everything. People are still needed.,4,Protection contre la dépendance et l'érosion des capacités,core
work_0980::10,workforce,work_0980,"I envision my relationship with AI remaining roughly the same. I may begin to delegate more simple tasks to AI as I begin to trust the output it can produce more, but the human element is the most important element to me.",1,Équilibre normatif dans l'usage de l'IA,core
work_0981::8,workforce,work_0981,"I'm a PhD student, so as long as you're willing to work with AI, I don't think there's a big problem",3,Jugement humain et responsabilité professionnelle,core
work_0986::13,workforce,work_0986,"I do worry about AI taking over certain areas, but that also can allow the human mind to branch out and find other things to focus on",3,Jugement humain et responsabilité professionnelle,core
